"id","title","amount","department","transaction","views","city","province","date"
82269,"I Paid Rs. 1 to Municipal Services in Bangalore.",1,"Municipal Services","Birth Certificate",51,"Bangalore","Karnataka",2015-11-07
82268,"I Paid Rs. 100 to Police in Ajmer.",100,"Police","Traffic Violations",81,"Ajmer","Rajasthan",2015-11-07
82267,"I Paid Rs. 10000 to Municipal Services in Kannur.",10000,"Municipal Services","Birth Certificate",48,"Kannur","Kerala",2015-11-07
82260,"I Paid Rs. 5000 to Others in Pali.",5000,"Others","Others",42,"Pali","Rajasthan",2015-11-07
82259,"I Paid Rs. 10000 to Municipal Services in Hyderabad.",10000,"Municipal Services","Birth Certificate",31,"Hyderabad","Telangana",2015-11-07
82257,"I Paid Rs. 479 to  in .",479,"","",42,"","",2015-11-07
82255,"I Paid Rs. 20 to Others in Ranchi.",20,"Others","Others",38,"Ranchi","Jharkhand",2015-11-07
82253,"I Paid Rs. 10 to Municipal Services in Achhnera.",10,"Municipal Services","Birth Certificate",43,"Achhnera","Uttar Pradesh",2015-11-07
82248,"I Paid Rs. 51456132 to Municipal Services in Sirsa.",51456132,"Municipal Services","Birth Certificate",51,"Sirsa","Haryana",2015-11-07
82243,"I Paid Rs. 5000 to Others in Anand.",5000,"Others","Others",66,"Anand","Gujarat",2015-11-07
82239,"I Paid Rs. 150 to Others in Hyderabad.",150,"Others","Others",99,"Hyderabad","Telangana",2015-11-07
82238,"I Paid Rs. 66000 to Municipal Services in Tumkur.",66000,"Municipal Services","Birth Certificate",47,"Tumkur","Karnataka",2015-11-07
82237,"I Paid Rs. 200 to Municipal Services in Kakinada.",200,"Municipal Services","Birth Certificate",41,"Kakinada","Andhra Pradesh",2015-11-07
82236,"I Paid Rs. 400 to Transport in Ahmedabad.",400,"Transport","Registration of Vehicle",62,"Ahmedabad","Gujarat",2015-11-07
82235,"I Paid Rs. 8000000 to Stamps and Registration in Mumbai.",8e+06,"Stamps and Registration","Registration of Property",63,"Mumbai","Maharashtra",2015-11-07
82229,"I Paid Rs. 500 to Police in Kolkata.",500,"Police","Filing FIR",75,"Kolkata","West Bengal",2015-11-07
82226,"I Paid Rs. 100 to Municipal Services in Adari.",100,"Municipal Services","Birth Certificate",48,"Adari","Uttar Pradesh",2015-11-07
82225,"I Paid Rs. 10 to Municipal Services in Faridabad.",10,"Municipal Services","Birth Certificate",46,"Faridabad","Haryana",2015-11-07
82223,"I Paid Rs. 3243 to Commercial Tax, Sales Tax, VAT in Achhnera.",3243,"Commercial Tax, Sales Tax, VAT","C Form",38,"Achhnera","Uttar Pradesh",2015-11-07
82221,"I Paid Rs. 3 to Commercial Tax, Sales Tax, VAT in Adari.",3,"Commercial Tax, Sales Tax, VAT","C Form",36,"Adari","Uttar Pradesh",2015-11-07
82220,"I Paid Rs. 45000 to Others in Bokaro.",45000,"Others","Others",38,"Bokaro","Jharkhand",2015-11-07
82218,"Police officer demanding a bribe claiming a 2 way street is a.one way street",200,"Police","False Allegations",34,"Kolkata","West Bengal",2015-11-07
82216,"I Paid Rs. 10 to Municipal Services in Warangal.",10,"Municipal Services","Birth Certificate",31,"Warangal","Telangana",2015-11-07
82212,"I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",32,"Chennai","Tamil Nadu",2015-11-07
82211,"I Paid Rs. 100 to Transport in Bangalore.",100,"Transport","Duplicate Registration Certificate",43,"Bangalore","Karnataka",2015-11-07
82210,"I Paid Rs. 20 to Municipal Services in Kolkata.",20,"Municipal Services","Birth Certificate",24,"Kolkata","West Bengal",2015-11-07
82209,"I Paid Rs. 200 to Passport in Surat.",200,"Passport","New Passport Application",37,"Surat","Gujarat",2015-11-07
82202,"I Paid Rs. 150000 to Others in Bhubaneswar.",150000,"Others","Others",31,"Bhubaneswar","Orissa",2015-11-07
82200,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",24,"Abhayapuri","Assam",2015-11-07
82198,"I Paid Rs. 1000 to Others in Pune.",1000,"Others","Others",34,"Pune","Maharashtra",2015-11-07
82195,"I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Abohar.",5000,"Commercial Tax, Sales Tax, VAT","C Form",27,"Abohar","Punjab",2015-11-07
82194,"I Paid Rs. 100 to Municipal Services in Korba.",100,"Municipal Services","Birth Certificate",21,"Korba","Chhattisgarh",2015-11-07
82193,"I Paid Rs. 1 to Others in Coimbatore.",1,"Others","Others",34,"Coimbatore","Tamil Nadu",2015-11-07
82186,"I Paid Rs. 10000000 to Customs, Excise and Service Tax in New Delhi.",1e+07,"Customs, Excise and Service Tax","Customs Check and Clearance",31,"New Delhi","Delhi",2015-11-07
82182,"I Paid Rs. 500000000 to Municipal Services in Mumbai.",5e+08,"Municipal Services","Birth Certificate",18,"Mumbai","Maharashtra",2015-11-07
82178,"I Paid Rs. 25 to Municipal Services in Adari.",25,"Municipal Services","Birth Certificate",23,"Adari","Uttar Pradesh",2015-11-07
82176,"I Paid Rs. 1110 to Others in Chennai.",1110,"Others","Others",32,"Chennai","Tamil Nadu",2015-11-07
82175,"I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Kurnool.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Kurnool","Andhra Pradesh",2015-11-07
82173,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Varanasi.",10,"Commercial Tax, Sales Tax, VAT","C Form",24,"Varanasi","Uttar Pradesh",2015-11-07
82171,"I Paid Rs. 50 to Municipal Services in Agra.",50,"Municipal Services","Birth Certificate",22,"Agra","Uttar Pradesh",2015-11-07
82170,"I Paid Rs. 50000 to Police in Abhayapuri.",50000,"Police","Filing FIR",38,"Abhayapuri","Assam",2015-11-07
82167,"I Paid Rs. 50 to Municipal Services in Jalpaiguri.",50,"Municipal Services","Birth Certificate",24,"Jalpaiguri","West Bengal",2015-11-07
82166,"I Paid Rs. 5 to Municipal Services in Jalpaiguri.",5,"Municipal Services","Birth Certificate",25,"Jalpaiguri","West Bengal",2015-11-07
82165,"I Paid Rs. 10 to Others in Varanasi.",10,"Others","Others",31,"Varanasi","Uttar Pradesh",2015-11-07
82164,"I Paid Rs. 100 to Others in Cochin.",100,"Others","Others",31,"Cochin","Kerala",2015-11-07
82155,"I Paid Rs. 100 to Income Tax in Bankura.",100,"Income Tax","New PAN Card",70,"Bankura","West Bengal",2015-11-07
82144,"I Paid Rs. 100 to Municipal Services in Chamba.",100,"Municipal Services","Birth Certificate",104,"Chamba","Uttarakhand",2015-11-06
82143,"I Paid Rs. 50 to Municipal Services in New Delhi.",50,"Municipal Services","Birth Certificate",82,"New Delhi","Delhi",2015-11-06
82141,"I Paid Rs. 1 to Municipal Services in Chandigarh.",1,"Municipal Services","Birth Certificate",73,"Chandigarh","Chandigarh",2015-11-06
82140,"I Paid Rs. 1000 to Railways in Hyderabad.",1000,"Railways","Transport of Goods",90,"Hyderabad","Telangana",2015-11-06
82138,"I Paid Rs. 15000 to Stamps and Registration in Meerut.",15000,"Stamps and Registration","Registration of Property",122,"Meerut","Uttar Pradesh",2015-11-06
82131,"I Paid Rs. 200 to Municipal Services in Rewa.",200,"Municipal Services","Birth Certificate",84,"Rewa","Madhya Pradesh",2015-11-06
82125,"I Paid Rs. 50000 to Municipal Services in Nagarkurnool.",50000,"Municipal Services","Birth Certificate",97,"Nagarkurnool","Telangana",2015-11-06
82120,"I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT","C Form",96,"Abohar","Punjab",2015-11-06
82109,"I paid 1300 for a license and didn't even get it",1300,"Transport","Driving licence Process",130,"Bangalore","Karnataka",2015-11-06
82104,"I Paid Rs. 1 to Municipal Services in Ratlam.",1,"Municipal Services","Birth Certificate",67,"Ratlam","Madhya Pradesh",2015-11-06
82039,"I Paid Rs. 2 to Passport in New Delhi.",2,"Passport","Passport Delivery",129,"New Delhi","Delhi",2015-11-05
82028,"I Paid Rs. 350 to Municipal Services in Mandla.",350,"Municipal Services","Birth Certificate",90,"Mandla","Madhya Pradesh",2015-11-05
82027,"I Paid Rs. 1 to Municipal Services in Mathura.",1,"Municipal Services","Birth Certificate",80,"Mathura","Uttar Pradesh",2015-11-05
82018,"I Paid Rs. 439 to Income Tax in Chamarajanagar.",439,"Income Tax","New PAN Card",127,"Chamarajanagar","Karnataka",2015-11-05
82017,"I Paid Rs. 500 to Others in Hyderabad.",500,"Others","Others",108,"Hyderabad","Telangana",2015-11-05
82009,"I Paid Rs. 1 to Municipal Services in Chennai.",1,"Municipal Services","Birth Certificate",94,"Chennai","Tamil Nadu",2015-11-05
82002,"I Paid Rs. 100 to Police in Patiala.",100,"Police","Filing FIR",119,"Patiala","Punjab",2015-11-05
81999,"I Paid Rs. 100 to Income Tax in New Delhi.",100,"Income Tax","New PAN Card",121,"New Delhi","Delhi",2015-11-05
81997,"I Paid Rs. 1 to Others in Hoshiarpur.",1,"Others","Others",108,"Hoshiarpur","Punjab",2015-11-05
81995,"I Paid Rs. 1212522 to Municipal Services in Abohar.",1212522,"Municipal Services","Birth Certificate",88,"Abohar","Punjab",2015-11-05
81994,"I Paid Rs. 66666666 to Income Tax in Arambagh.",66666666,"Income Tax","New PAN Card",61,"Arambagh","West Bengal",2015-11-05
81992,"I Paid Rs. 11 to Others in Tamluk.",11,"Others","Others",74,"Tamluk","West Bengal",2015-11-05
81983,"I Paid Rs. 20 to Others in Jalna.",20,"Others","Others",79,"Jalna","Maharashtra",2015-11-05
81974,"Bribe for getting certificate for  shop estabilshment certificate",1000,"Municipal Services","Shop Act License",84,"Mumbai","Maharashtra",2015-11-05
81972,"I Paid Rs. 500 to Stamps and Registration in Pune.",500,"Stamps and Registration","Marriage Certificate",120,"Pune","Maharashtra",2015-11-05
81969,"I Paid Rs. 20 to Police in Nashik.",20,"Police","Traffic Violations",66,"Nashik","Maharashtra",2015-11-05
81968,"I Paid Rs. 56 to Municipal Services in Ahmedabad.",56,"Municipal Services","Birth Certificate",42,"Ahmedabad","Gujarat",2015-11-05
81967,"I Paid Rs. 100 to Municipal Services in Abohar.",100,"Municipal Services","Birth Certificate",40,"Abohar","Punjab",2015-11-05
81957,"I Paid Rs. 20000 to Others in Coimbatore.",20000,"Others","Others",82,"Coimbatore","Tamil Nadu",2015-11-05
81955,"I Paid Rs. 1973 to Municipal Services in Viluppuram.",1973,"Municipal Services","Birth Certificate",45,"Viluppuram","Tamil Nadu",2015-11-05
81954,"I Paid Rs. 1200 to Municipal Services in Abhayapuri.",1200,"Municipal Services","Birth Certificate",42,"Abhayapuri","Assam",2015-11-05
81929,"I Paid Rs. 20 to Municipal Services in Amravati.",20,"Municipal Services","Birth Certificate",50,"Amravati","Maharashtra",2015-11-05
81919,"I Paid Rs. 2 to Municipal Services in Trichur.",2,"Municipal Services","Birth Certificate",48,"Trichur","Kerala",2015-11-05
81918,"I Paid Rs. 100 to Income Tax in Hyderabad.",100,"Income Tax","New PAN Card",45,"Hyderabad","Telangana",2015-11-05
81880,"I Paid Rs. 789 to Stamps and Registration in Abhayapuri.",789,"Stamps and Registration","Marriage Certificate",113,"Abhayapuri","Assam",2015-11-04
81876,"I Paid Rs. 100 to Stamps and Registration in Ahmadnagar.",100,"Stamps and Registration","Registration of Property",82,"Ahmadnagar","Maharashtra",2015-11-04
81871,"I Paid Rs. 10000 to Others in Kalahandi.",10000,"Others","Others",107,"Kalahandi","Orissa",2015-11-04
81866,"I Paid Rs. 20000 to Others in Ahmedabad.",20000,"Others","Others",92,"Ahmedabad","Gujarat",2015-11-04
81865,"I Paid Rs. 2000 to Police in Daudnagar.",2000,"Police","Traffic Violations",123,"Daudnagar","Bihar",2015-11-04
81864,"I Paid Rs. 20 to Municipal Services in Thanjavur.",20,"Municipal Services","Birth Certificate",84,"Thanjavur","Tamil Nadu",2015-11-04
81855,"I Paid Rs. 5000 to Municipal Services in Bhandara.",5000,"Municipal Services","Birth Certificate",87,"Bhandara","Madhya Pradesh",2015-11-04
81852,"I Paid Rs. 2000 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",2000,"Commercial Tax, Sales Tax, VAT","C Form",93,"Abhayapuri","Assam",2015-11-04
81850,"I Paid Rs. 20000 to Food, Civil Supplies and Consumer Affairs in Coimbatore.",20000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",71,"Coimbatore","Tamil Nadu",2015-11-04
81848,"I Paid Rs. 3000 to Municipal Services in Bokaro.",3000,"Municipal Services","Birth Certificate",75,"Bokaro","Jharkhand",2015-11-04
81841,"I Paid Rs. 220 to Others in Achhnera.",220,"Others","Others",69,"Achhnera","Uttar Pradesh",2015-11-04
81840,"I Paid Rs. 150 to Municipal Services in Chennai.",150,"Municipal Services","Birth Certificate",61,"Chennai","Tamil Nadu",2015-11-04
81839,"I Paid Rs. 38 to Income Tax in Gorakhpur.",38,"Income Tax","New PAN Card",64,"Gorakhpur","Uttar Pradesh",2015-11-04
81832,"I Paid Rs. 100000 to Income Tax in Adari.",1e+05,"Income Tax","New PAN Card",67,"Adari","Uttar Pradesh",2015-11-04
81816,"I Paid Rs. 200 to Others in New Delhi.",200,"Others","Others",78,"New Delhi","Delhi",2015-11-04
81806,"I Paid Rs. 100000 to Income Tax in Nagercoil.",1e+05,"Income Tax","New PAN Card",80,"Nagercoil","Tamil Nadu",2015-11-04
81795,"I Paid Rs. 10000 to Police in Hyderabad.",10000,"Police","Police Harassment",76,"Hyderabad","Telangana",2015-11-04
81790,"I Paid Rs. 10000 to Police in Malkangiri.",10000,"Police","Filing FIR",74,"Malkangiri","Orissa",2015-11-04
81789,"I Paid Rs. 11000 to Commercial Tax, Sales Tax, VAT in Pune.",11000,"Commercial Tax, Sales Tax, VAT","C Form",62,"Pune","Maharashtra",2015-11-04
81788,"I Paid Rs. 55555 to Others in Rajkot.",55555,"Others","Others",56,"Rajkot","Gujarat",2015-11-04
81771,"I Paid Rs. 90 to Transport in Hyderabad.",90,"Transport","New Domestic Driving License",73,"Hyderabad","Telangana",2015-11-04
81766,"I Paid Rs. 100 to Transport in Hyderabad.",100,"Transport","Registration of Vehicle",87,"Hyderabad","Telangana",2015-11-04
81744,"I Paid Rs. 10000 to Municipal Services in Pune.",10000,"Municipal Services","Birth Certificate",106,"Pune","Maharashtra",2015-11-03
81742,"I Paid Rs. 6000 to Municipal Services in Dharmapuri.",6000,"Municipal Services","Birth Certificate",116,"Dharmapuri","Tamil Nadu",2015-11-03
81737,"I Paid Rs. 100 to Others in Jhunjhunun.",100,"Others","Others",121,"Jhunjhunun","Rajasthan",2015-11-03
81734,"I Paid Rs. 10 to Others in Achhnera.",10,"Others","Others",124,"Achhnera","Uttar Pradesh",2015-11-03
81719,"I Paid Rs. 500 to Municipal Services in Nellore.",500,"Municipal Services","Birth Certificate",147,"Nellore","Andhra Pradesh",2015-11-03
81706,"I Paid Rs. 788 to Municipal Services in Abohar.",788,"Municipal Services","Birth Certificate",142,"Abohar","Punjab",2015-11-03
81705,"LAKSHMINARAYAN THE MOST CORRUPT IN KARNATAKA STATE POLLUTION CONTROL BOARD",25000,"Others","Others",170,"Bangalore","Karnataka",2015-11-03
81700,"Paid Bribe to Get Degree",20000,"Education","School or College Related Activities",160,"New Delhi","Delhi",2015-11-03
81692,"I Paid Rs. 20 to Municipal Services in Abhayapuri.",20,"Municipal Services","Birth Certificate",135,"Abhayapuri","Assam",2015-11-03
81681,"I Paid Rs. 15000 to Stamps and Registration in Nagpur.",15000,"Stamps and Registration","Marriage Certificate",172,"Nagpur","Maharashtra",2015-11-03
81673,"I Paid Rs. 111 to Municipal Services in Solapur.",111,"Municipal Services","Birth Certificate",128,"Solapur","Maharashtra",2015-11-03
81670,"I Paid Rs. 344 to Municipal Services in Almora.",344,"Municipal Services","Birth Certificate",109,"Almora","Uttarakhand",2015-11-03
81669,"Paid Bribe for Borewell drilling in Bangalore",3700,"Water and Sewage","Water Connection under Sajala",127,"Bangalore","Karnataka",2015-11-03
81655,"I Paid Rs. 111 to Municipal Services in Abohar.",111,"Municipal Services","Birth Certificate",109,"Abohar","Punjab",2015-11-03
81654,"I Paid Rs. 1 to Municipal Services in Mumbai.",1,"Municipal Services","Birth Certificate",107,"Mumbai","Maharashtra",2015-11-03
81652,"I Paid Rs. 5000 to Police in Thane.",5000,"Police","Filing FIR",136,"Thane","Maharashtra",2015-11-03
81645,"I Paid Rs. 500 to Municipal Services in Lucknow.",500,"Municipal Services","Birth Certificate",111,"Lucknow","Uttar Pradesh",2015-11-03
81642,"I Paid Rs. 100 to Municipal Services in Mumbai.",100,"Municipal Services","Birth Certificate",103,"Mumbai","Maharashtra",2015-11-03
81629,"I Paid Rs. 1000 to Police in Hazaribagh.",1000,"Police","Traffic Violations",121,"Hazaribagh","Jharkhand",2015-11-03
81625,"I Paid Rs. 50000 to Food, Civil Supplies and Consumer Affairs in Abohar.",50000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",135,"Abohar","Punjab",2015-11-03
81622,"I Paid Rs. 500000 to Commercial Tax, Sales Tax, VAT in Kolkata.",5e+05,"Commercial Tax, Sales Tax, VAT","C Form",192,"Kolkata","West Bengal",2015-11-03
81615,"Bribe for passport verification",200,"Police","Police Verification for Passport",215,"Bangalore","Karnataka",2015-11-02
81608,"I Paid Rs. 2 to Police in Adari.",2,"Police","Filing FIR",220,"Adari","Uttar Pradesh",2015-11-02
81597,"I Paid Rs. 10000 to Railways in Chandigarh.",10000,"Railways","Transport of Goods",237,"Chandigarh","Chandigarh",2015-11-02
81583,"Asked bribe at the heart of Delhi by traffic police",600,"Police","Traffic Violations",383,"New Delhi","Delhi",2015-11-02
81582,"I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Durgapur.",100,"Commercial Tax, Sales Tax, VAT","C Form",219,"Durgapur","West Bengal",2015-11-02
81575,"I Paid Rs. 20 to Others in Pune.",20,"Others","Others",223,"Pune","Maharashtra",2015-11-02
81574,"I Paid Rs. 1200 to Others in Mumbai.",1200,"Others","Others",209,"Mumbai","Maharashtra",2015-11-02
81564,"I Paid Rs. 100 to Municipal Services in Itanagar.",100,"Municipal Services","Birth Certificate",201,"Itanagar","Arunachal Pradesh",2015-11-02
81554,"I Paid Rs. 464001 to Municipal Services in Vidisha.",464001,"Municipal Services","Birth Certificate",217,"Vidisha","Madhya Pradesh",2015-11-02
81547,"I Paid Rs. 120200 to Transport in Alipurduar.",120200,"Transport","Registration of Vehicle",264,"Alipurduar","West Bengal",2015-11-02
81543,"I Paid Rs. 1200 to Municipal Services in Kochi.",1200,"Municipal Services","Birth Certificate",249,"Kochi","Kerala",2015-11-02
81542,"I Paid Rs. 10000 to Police in Mahesana.",10000,"Police","Traffic Violations",245,"Mahesana","Gujarat",2015-11-02
81520,"I Paid Rs. 200 to Income Tax in Pune.",200,"Income Tax","New PAN Card",248,"Pune","Maharashtra",2015-11-02
81499,"I Paid Rs. 20000 to Others in Hyderabad.",20000,"Others","Others",262,"Hyderabad","Telangana",2015-11-02
81496,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Kolkata.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",309,"Kolkata","West Bengal",2015-11-02
81493,"I Paid Rs. 111 to Municipal Services in Chennai.",111,"Municipal Services","Birth Certificate",295,"Chennai","Tamil Nadu",2015-11-01
81492,"I Paid Rs. 200 to Municipal Services in Adilabad.",200,"Municipal Services","Birth Certificate",253,"Adilabad","Telangana",2015-11-01
81488,"I Paid Rs. 2000 to Income Tax in Abohar.",2000,"Income Tax","New PAN Card",266,"Abohar","Punjab",2015-11-01
81487,"I Paid Rs. 100 to Customs, Excise and Service Tax in Abohar.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",241,"Abohar","Punjab",2015-11-01
81486,"I Paid Rs. 345 to Municipal Services in Abhayapuri.",345,"Municipal Services","Birth Certificate",222,"Abhayapuri","Assam",2015-11-01
81483,"I Paid Rs. 33 to Municipal Services in Achhnera.",33,"Municipal Services","Birth Certificate",205,"Achhnera","Uttar Pradesh",2015-11-01
81479,"I Paid Rs. 524001 to Commercial Tax, Sales Tax, VAT in Abohar.",524001,"Commercial Tax, Sales Tax, VAT","C Form",244,"Abohar","Punjab",2015-11-01
81470,"I Paid Rs. 200 to Police in New Delhi.",200,"Police","Traffic Violations",254,"New Delhi","Delhi",2015-11-01
81467,"I Paid Rs. 1000 to Municipal Services in Mansa.",1000,"Municipal Services","Birth Certificate",209,"Mansa","Punjab",2015-11-01
81456,"I Paid Rs. 108 to Income Tax in Rae Bareli.",108,"Income Tax","New PAN Card",211,"Rae Bareli","Uttar Pradesh",2015-11-01
81454,"I Paid Rs. 100 to Municipal Services in Dehradun.",100,"Municipal Services","Birth Certificate",175,"Dehradun","Uttarakhand",2015-11-01
81442,"I Paid Rs. 105 to Income Tax in Bhopal.",105,"Income Tax","New PAN Card",172,"Bhopal","Madhya Pradesh",2015-11-01
81433,"I Paid Rs. 100 to Others in Bahraich.",100,"Others","Others",188,"Bahraich","Uttar Pradesh",2015-11-01
81430,"I Paid Rs. 1000 to Passport in Kollam.",1000,"Passport","Police Verification for Passport",222,"Kollam","Kerala",2015-11-01
81429,"I Paid Rs. 8120303241 to Municipal Services in Tikamgarh.",8120303241,"Municipal Services","Birth Certificate",168,"Tikamgarh","Madhya Pradesh",2015-11-01
81424,"I Paid Rs. 12345 to Commercial Tax, Sales Tax, VAT in Abohar.",12345,"Commercial Tax, Sales Tax, VAT","C Form",176,"Abohar","Punjab",2015-11-01
81421,"I Paid Rs. 50 to Municipal Services in Imphal.",50,"Municipal Services","Birth Certificate",160,"Imphal","Manipur",2015-11-01
81419,"I Paid Rs. 100 to Municipal Services in Adari.",100,"Municipal Services","Birth Certificate",132,"Adari","Uttar Pradesh",2015-11-01
81417,"I Paid Rs. 10000 to Police in Kolar.",10000,"Police","Filing FIR",170,"Kolar","Karnataka",2015-11-01
81407,"I Paid Rs. 4552 to Municipal Services in Achhnera.",4552,"Municipal Services","Birth Certificate",122,"Achhnera","Uttar Pradesh",2015-11-01
81393,"I Paid Rs. 100 to Customs, Excise and Service Tax in Achhnera.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",141,"Achhnera","Uttar Pradesh",2015-11-01
81392,"I paid Rs 300 to police conistable at his home in Tirupati",300,"Passport","Police Clearance Certificate",188,"Tirupati","Andhra Pradesh",2015-11-01
81391,"I Paid Rs. 100 to Municipal Services in Kolkata.",100,"Municipal Services","Birth Certificate",132,"Kolkata","West Bengal",2015-11-01
81383,"I Paid Rs. 1000 to Police in Bangalore.",1000,"Police","Filing FIR",200,"Bangalore","Karnataka",2015-10-31
